,Compound,Date,Negative,Neutral,Positive,Tweet,Tweets Ago,User
246,-0.296,Tue Apr 10 20:37:02 +0000 2018,0.879,0.121,0.0,"A 12-year-old video showing a sheriff discussing the cost of inmate and suspect deaths, versus keeping them alive,… https://t.co/npWvBbq84O",47,CNN
247,-0.5574,Tue Apr 10 20:33:17 +0000 2018,0.735,0.265,0.0,A woman died after being given formaldehyde instead of saline https://t.co/IfR9k8BL2u https://t.co/Nh1RBQ7dt2,48,CNN
248,0.0516,Tue Apr 10 20:32:04 +0000 2018,0.941,0.0,0.059,"""We've seen the apology tours before."" Sen. Richard Blumenthal has staffers stand behind him and hold up a sign tha… https://t.co/m9otTfXHfP",49,CNN
249,0.7717,Tue Apr 10 20:25:37 +0000 2018,0.705,0.0,0.295,"Facebook stock finished the day with a 4.5% gain, a seeming sign of confidence in Zuckerberg from Wall Street… https://t.co/UWFv4R8CKY",50,CNN
250,-0.6249,Tue Apr 10 20:20:51 +0000 2018,0.76,0.24,0.0,Why the Parkland crisis continues to resonate | By John Heubusch via @CNNOpinion https://t.co/cWRcjWafzA https://t.co/CDvWuqmcZ0,51,CNN
251,0.0,Tue Apr 10 20:19:05 +0000 2018,1.0,0.0,0.0,Zuckerberg says he's totally behind this piece of legislation that would disclose political ads… https://t.co/O1dmbGVk4l,52,CNN
252,-0.6705,Tue Apr 10 20:15:09 +0000 2018,0.632,0.268,0.1,"Just four days after a bus crash killed 15 people, including 10 young hockey players, a GoFundMe to help the victim… https://t.co/U3BEKhnjSN",53,CNN
253,-0.296,Tue Apr 10 20:14:06 +0000 2018,0.833,0.167,0.0,Is Zuckerberg under oath right now? The answer is no. https://t.co/TO4Wh4J8ss https://t.co/CxIFRNr1km,54,CNN
254,0.34,Tue Apr 10 20:10:22 +0000 2018,0.882,0.0,0.118,Russia has vetoed a US draft resolution at the UN Security Council that would have established an independent inves… https://t.co/AN6lVg9UGN,55,CNN
255,0.0,Tue Apr 10 20:09:25 +0000 2018,1.0,0.0,0.0,Zuckerberg says he doesn't know if Facebook employees were involved with Cambridge Analytica during the 2016 presid… https://t.co/Kxzwk2VZwJ,56,CNN
256,-0.1685,Tue Apr 10 20:04:20 +0000 2018,0.847,0.092,0.061,"""I want to clarify, I'm not sure we have subpoenas. I know we're working with them,"" Zuckerberg said after confirmi… https://t.co/Qsvv0Z7zFU",57,CNN
257,0.5859,Tue Apr 10 20:01:46 +0000 2018,0.769,0.0,0.231,Kellyanne Conway's husband appears to be defending special counsel Robert Mueller's investigation as well as the FB… https://t.co/85jRT6Rm1z,58,CNN
258,0.0,Tue Apr 10 19:59:29 +0000 2018,1.0,0.0,0.0,"Sen. Graham asks Zuckerberg about Facebook's competition, ""You don't think you have a monopoly?""… https://t.co/x3bZxSVFNk",59,CNN
259,-0.1027,Tue Apr 10 19:57:24 +0000 2018,0.896,0.104,0.0,Equal pay activist Lilly Ledbetter wants to meet with Ivanka Trump https://t.co/uGqN7YKi9a https://t.co/w0AHoimYta,60,CNN
260,0.0,Tue Apr 10 19:57:06 +0000 2018,1.0,0.0,0.0,These demonstrators before the joint hearing of the Senate Judiciary and Commerce Committees with Mark Zuckerberg s… https://t.co/TGxMvEmwdU,61,CNN
261,0.0,Tue Apr 10 19:52:01 +0000 2018,1.0,0.0,0.0,"Sen. Lindsey Graham asks Mark Zuckerberg about Facebook's Terms of Service, holding up a printed version, adds that… https://t.co/bVT1FQ3yFU",62,CNN
262,0.624,Tue Apr 10 19:49:51 +0000 2018,0.806,0.0,0.194,Michael Cohen and the absolutely amazing history of the once-coveted New York City taxi medallion | Analysis by… https://t.co/koAiwfzsHF,63,CNN
263,0.296,Tue Apr 10 19:47:04 +0000 2018,0.905,0.0,0.095,"Shares of Facebook were up about 2% when the hearing began, and they moved even higher as CEO Mark Zuckerberg addre… https://t.co/AQj1HRuOcZ",64,CNN
264,-0.2023,Tue Apr 10 19:42:15 +0000 2018,0.921,0.079,0.0,"Sinclair CEO on the controversial promos read by local anchors: ""We do not let extremists on any side of the politi… https://t.co/39MMBLK3ZX",65,CNN
265,0.4019,Tue Apr 10 19:41:59 +0000 2018,0.838,0.0,0.162,Mark Zuckerberg says Facebook may have been served subpoenas from Special Counsel Mueller's office… https://t.co/gbRrc3gXnL,66,CNN
266,-0.4767,Tue Apr 10 19:36:01 +0000 2018,0.76,0.24,0.0,Bankers are getting anxious as lawmakers wrestle with a bill that would cut regulations https://t.co/xcxpxIE0JD https://t.co/wo1GQa4JK6,67,CNN
267,0.4215,Tue Apr 10 19:34:42 +0000 2018,0.882,0.0,0.118,"Sen. Cantwell says to Zuckerberg, ""I believe you have all the talent, my question is whether you have all the will… https://t.co/8UqFuc1s66",68,CNN
268,0.4019,Tue Apr 10 19:32:33 +0000 2018,0.847,0.0,0.153,Polls show the GOP is now President Trump's party | Analysis by CNN's Harry Enten https://t.co/ON672cHRwC https://t.co/rjlJ7BSiOD,69,CNN
269,0.5574,Tue Apr 10 19:27:07 +0000 2018,0.805,0.0,0.195,"""We want to offer a free service that everyone can afford."" Zuckerberg says the first line of Facebook's terms of s… https://t.co/Ev4roGonfk",70,CNN
270,0.0762,Tue Apr 10 19:26:08 +0000 2018,0.933,0.0,0.067,"Sen Hatch asks Zuckerberg, ""How do you sustain a business model in which users don't pay for your service?""… https://t.co/1T9vUpRuy9",71,CNN
271,0.4019,Tue Apr 10 19:22:42 +0000 2018,0.739,0.097,0.163,"Zuckerberg says that one of his greatest regrets in running Facebook is ""that we were slow in identifying the Russi… https://t.co/Thu7Lo4L1d",72,CNN
272,0.0,Tue Apr 10 19:22:06 +0000 2018,1.0,0.0,0.0,"""It's extraordinary to hold a joint committee hearing. It's even more extraordinary to have a single CEO testify be… https://t.co/WDCcSU2OcY",73,CNN
273,0.0772,Tue Apr 10 19:21:59 +0000 2018,0.779,0.104,0.117,"JUST IN: President Trump ""believes he has the power to"" fire special counsel Robert Mueller, White House press secr… https://t.co/8Oai9qtDzM",74,CNN
274,0.4754,Tue Apr 10 19:17:52 +0000 2018,0.829,0.0,0.171,Zuckerberg: We need to take a more proactive role and a broader view of our responsibility https://t.co/NPHrJM7GGX https://t.co/9Ih1I5u4X8,75,CNN
275,0.0,Tue Apr 10 19:14:36 +0000 2018,1.0,0.0,0.0,Mark Zuckerberg says when Facebook first learned of Cambridge Analytica buying data from an app developer on Facebo… https://t.co/T03jZbWojq,76,CNN
276,0.0,Tue Apr 10 19:12:05 +0000 2018,1.0,0.0,0.0,Here's everything Zuckerberg just said in his opening remarks to members of the Senate committees:… https://t.co/RAAvkXbIxP,77,CNN
277,0.0772,Tue Apr 10 19:05:23 +0000 2018,0.766,0.092,0.142,"""It's clear now that we didn't do enough to prevent these tools from being used for harm...It was my mistake, and I… https://t.co/aeJwZipXdG",78,CNN
278,-0.4215,Tue Apr 10 19:03:03 +0000 2018,0.872,0.128,0.0,Zuckerberg and his team held mock hearings to prepare for today's grilling. A conference room at Facebook was set u… https://t.co/7XECcVlJA9,79,CNN
279,0.0,Tue Apr 10 19:02:39 +0000 2018,1.0,0.0,0.0,"Zuckerberg says, ""Advertisers and developers will never take priority over that as long as I am running Facebook"" https://t.co/q6tL8M7eeQ",80,CNN
280,0.0,Tue Apr 10 18:58:04 +0000 2018,1.0,0.0,0.0,"This attendee of Mark Zuckerberg's testimony before Congress is wearing a handmade shirt that says ""#DeleteFacebook… https://t.co/3nzxGM0E0B",81,CNN
281,0.0,Tue Apr 10 18:57:43 +0000 2018,1.0,0.0,0.0,Zuckerberg says before Congress: It's not enough to just connect people https://t.co/gotW9k8299 https://t.co/eoxESUU44q,82,CNN
282,0.3818,Tue Apr 10 18:56:04 +0000 2018,0.867,0.0,0.133,"Sen. Nelson says in his opening remarks to Mark Zuckerberg, ""Facebook has a responsibility to protect this personal… https://t.co/yOgPJyJXtV",83,CNN
283,0.0,Tue Apr 10 18:55:11 +0000 2018,1.0,0.0,0.0,"White House press secretary Sarah Sanders on the FBI raid of Trump lawyer Michael Cohen's office: ""I think that the… https://t.co/r8Hua5JoNk",84,CNN
284,0.0,Tue Apr 10 18:53:30 +0000 2018,1.0,0.0,0.0,"Facebook CEO Mark Zuckerberg is testifying before Congress.

Watch on CNN: https://t.co/UYpqI3w42L

Watch on Facebo… https://t.co/oSGLlmF3ry",85,CNN
285,0.4019,Tue Apr 10 18:46:07 +0000 2018,0.876,0.0,0.124,RT @CNNPolitics: White House press secretary Sarah Sanders says President Trump thinks special counsel Robert Mueller’s probe “has gone too…,86,CNN
286,0.0772,Tue Apr 10 18:40:58 +0000 2018,0.92,0.0,0.08,"Facebook CEO Mark Zuckerberg is testifying before Congress: https://t.co/GM8O5wobAa

Have questions? We want to hea… https://t.co/yakAlqbwhF",87,CNN
287,0.0,Tue Apr 10 18:35:01 +0000 2018,1.0,0.0,0.0,"Facebook CEO Mark Zuckerberg has arrived to testify before Congress
Watch on CNN: https://t.co/UYpqI3w42L… https://t.co/BIK7YfQqVV",88,CNN
288,0.6249,Tue Apr 10 18:31:02 +0000 2018,0.814,0.0,0.186,"Snowfall across the great white continent of Antarctica is increasing, according to a study released this week by a… https://t.co/LQh9rCABoI",89,CNN
289,0.6204,Tue Apr 10 18:18:00 +0000 2018,0.612,0.0,0.388,Apple is now completely powered by clean energy https://t.co/YEndWOan9Z https://t.co/TmEh8lSGxB,90,CNN
290,0.2023,Tue Apr 10 18:10:09 +0000 2018,0.756,0.099,0.145,They've marched 7 days across Oklahoma. Now Tulsa teachers are ready to confront lawmakers. https://t.co/68apefSHmJ https://t.co/KR687QGFIT,91,CNN
291,0.5574,Tue Apr 10 18:00:14 +0000 2018,0.841,0.0,0.159,"""I will do everything I can to make Facebook... a positive force in the world"": Here's the message Facebook CEO Mar… https://t.co/FymihRn1cE",92,CNN
292,0.1779,Tue Apr 10 18:00:05 +0000 2018,0.855,0.0,0.145,This is Mark Zuckerberg's growing up moment | via @LaurieSegallCNN https://t.co/pPPC8TB63j https://t.co/Js7oLn3o8i,93,CNN
293,0.0,Tue Apr 10 17:52:59 +0000 2018,1.0,0.0,0.0,".@LaurieSegallCNN is in the room where Facebook CEO Mark Zuckerberg is due to face questions. On the desk, there's… https://t.co/PHxCDdQmcv",94,CNN
294,-0.5574,Tue Apr 10 17:50:04 +0000 2018,0.783,0.217,0.0,Louisiana is close to lifting its ban on bulletproof backpacks in schools https://t.co/qbW10lyCjA https://t.co/WefWWm3Ii8,95,CNN
295,0.0,Tue Apr 10 17:48:52 +0000 2018,1.0,0.0,0.0,"Facebook CEO Mark Zuckerberg will soon begin testifying before Congress: https://t.co/0OlGWpNRMF

Have questions? W… https://t.co/MvYGjZo6di",96,CNN
296,0.0,Tue Apr 10 17:44:46 +0000 2018,1.0,0.0,0.0,The FBI raid on Trump's personal attorney sought records on the deal set up between an ex-Playboy Playmate who has… https://t.co/y3A5nG2BB8,97,CNN
297,0.0,Tue Apr 10 17:40:10 +0000 2018,1.0,0.0,0.0,"An EPA official is expected to meet this week with congressional investigators to discuss his concerns, which inclu… https://t.co/X0DllTm9Ur",98,CNN
298,0.4767,Tue Apr 10 17:30:09 +0000 2018,0.86,0.0,0.14,Facebook's press page was once filled with announcements about new features to order food and connect to friends in… https://t.co/GkGoBR92vS,99,CNN
299,-0.1027,Tue Apr 10 17:20:11 +0000 2018,0.92,0.08,0.0,The gender pay gap isn't just about what you make. It's about what you do. https://t.co/PXIJRooiwF https://t.co/kkGGUKto6m,100,CNN
300,-0.3612,Wed Apr 11 00:32:14 +0000 2018,0.723,0.149,0.128,"RT @peggyrayzis: If you're horrified by @code_europe's lineup and want to demonstrate allyship, adopt an inclusivity rider for your future…",1,FOX
301,0.0,Wed Apr 11 00:17:24 +0000 2018,1.0,0.0,0.0,@skullface @superhighfives 👏🏻✨👯‍♀️,2,FOX
302,0.5707,Wed Apr 11 00:11:48 +0000 2018,0.762,0.0,0.238,"@andymcmillan Yep. I’ve called them out on the Code of Conduct before. Surprisingly, they didn’t reply!

https://t.co/fWtyyzoQ1M",3,FOX
303,0.0258,Wed Apr 11 00:01:37 +0000 2018,0.82,0.0,0.18,"@DominikRan It literally doesn’t matter.

https://t.co/Lwo9yGdldU",4,FOX
304,0.7579,Tue Apr 10 23:54:28 +0000 2018,0.735,0.0,0.265,Here are some of the companies proudly supporting this event and the state of inclusion and diversity it represents. https://t.co/XtAL5KLN6H,5,FOX
305,0.0258,Tue Apr 10 23:49:57 +0000 2018,0.922,0.0,0.078,"@karenmcgrane Sigh.

I think the only reasonable tech space there is currently Front Trends. https://t.co/dF0jt9Xter",6,FOX
306,0.0,Tue Apr 10 23:47:30 +0000 2018,1.0,0.0,0.0,@richardadalton 😂🔥,7,FOX
307,0.7717,Tue Apr 10 23:47:12 +0000 2018,0.675,0.0,0.325,"@mulegirl Correct, initially I haven’t noticed as I was counting the avatars. 

Sounds like a great event to be a part of, sigh.",8,FOX
308,0.2263,Tue Apr 10 23:45:55 +0000 2018,0.681,0.119,0.2,"@karenmcgrane Yeah. Sadly, 90% events in Poland look like that. Seeing a Code of Conduct (even if it’s a copy-paste… https://t.co/PCF8bosDel",9,FOX
309,0.5707,Tue Apr 10 23:44:19 +0000 2018,0.735,0.0,0.265,"@ManoMarks Agree!

There’s a Docker employee on the lineup; might worth chatting to them about it.",10,FOX
310,0.0,Tue Apr 10 23:40:59 +0000 2018,1.0,0.0,0.0,@karenmcgrane can’t wait to hear the excuses for this one if they ever reply. I’ve actually called out this event before.,11,FOX
311,0.0,Tue Apr 10 23:24:10 +0000 2018,1.0,0.0,0.0,"@annkempster Omg, we need to make “manfrence” a thing and add it to the dictionary alongside the manspread and mansplain.",12,FOX
312,0.2023,Tue Apr 10 23:22:43 +0000 2018,0.904,0.0,0.096,"RT @EricaJoy: It is important to remember that today is #EqualPayDay for White women, not all women. https://t.co/GRnjXh9J9M",13,FOX
313,0.3818,Tue Apr 10 22:54:54 +0000 2018,0.874,0.0,0.126,"@FriendlyTester @old_sound It’s harder to keep track if you accept an invitation before the lineup is public. 

I h… https://t.co/zFxbI9uvY4",14,FOX
314,0.5777,Tue Apr 10 22:45:43 +0000 2018,0.652,0.0,0.348,"@jstn Ahh, all of them are so good. ✨",15,FOX
315,-0.0516,Tue Apr 10 22:30:56 +0000 2018,0.775,0.12,0.106,@superhighfives Do you think the entire event is just men shaking hands vigorously?,16,FOX
316,0.0,Tue Apr 10 22:30:36 +0000 2018,1.0,0.0,0.0,@mattschaar @superhighfives *laughs uncontrollably*,17,FOX
317,0.0,Tue Apr 10 22:29:31 +0000 2018,1.0,0.0,0.0,"@FriendlyTester 👏🏻 @Julieanne! 

I’ve written about my requirements for events in the past: https://t.co/IhfL6hoPVT ✨",18,FOX
318,0.0,Tue Apr 10 22:27:01 +0000 2018,1.0,0.0,0.0,@superhighfives 😂😂😂,19,FOX
319,-0.25,Tue Apr 10 22:12:27 +0000 2018,0.726,0.158,0.115,"We need more people standing up for their values and against injustice.

Don’t speak at exclusionary, non-diverse e… https://t.co/f9ewoyoi3c",20,FOX
320,0.6588,Tue Apr 10 22:11:43 +0000 2018,0.313,0.0,0.687,@janeruffino you’re awesome! ✨,21,FOX
321,0.0,Tue Apr 10 22:10:20 +0000 2018,1.0,0.0,0.0,@FriendlyTester @code_europe 👏🏻👏🏻,22,FOX
322,0.0,Tue Apr 10 22:09:54 +0000 2018,1.0,0.0,0.0,@_powpow_ 💁🏻‍♀️🤦🏻‍♀️,23,FOX
323,0.5093,Tue Apr 10 22:08:18 +0000 2018,0.477,0.0,0.523,@robocca Likewise! Haha. 😂✌🏻,24,FOX
324,0.0,Tue Apr 10 22:05:49 +0000 2018,1.0,0.0,0.0,RT @amelielamont: High Tea Talks NYC is searching for women/non-binary mid/senior frontend/backend engineers to speak at the May session.…,25,FOX
325,0.8779,Tue Apr 10 21:39:53 +0000 2018,0.641,0.0,0.359,"Oh pardon me, there’s one woman in the lineup. Must feel excellent to be surrounded by such a great portrayal of patriarchy.",26,FOX
326,-0.5423,Tue Apr 10 21:36:35 +0000 2018,0.696,0.304,0.0,"@perrynfowler @code_europe My bad, however it doesn’t change anything.",27,FOX
327,0.624,Tue Apr 10 21:28:56 +0000 2018,0.684,0.0,0.316,RT @sarahjeong: honestly I think this is the second most important exchange today https://t.co/Dsj3rQPmZe,28,FOX
328,0.0,Tue Apr 10 21:28:07 +0000 2018,1.0,0.0,0.0,@kerrizor @code_europe Oh snap 😂,29,FOX
329,0.0,Tue Apr 10 21:26:32 +0000 2018,1.0,0.0,0.0,"Imagine trying to believe their code of conduct is enforceable if the lineup is 90 men.

Ninety.
Men.",30,FOX
330,0.6114,Tue Apr 10 20:57:05 +0000 2018,0.8,0.0,0.2,"RT @JessicaValenti: Happy #EqualPayDay! Otherwise known as ""Have a Man Explain the Wage Gap in Your Mentions"" Day",31,FOX
331,0.5859,Tue Apr 10 20:44:08 +0000 2018,0.758,0.0,0.242,"Look carefully at the speakers and the companies they represent, they’re comfortable with that kind of lineup.",32,FOX
332,0.8955,Tue Apr 10 20:39:08 +0000 2018,0.546,0.0,0.454,"Wow, this one is a true achievement.

Congratulations on full lineup of 87 MALE SPEAKERS @code_europe!

https://t.co/LWvBGdS2JF",33,FOX
333,-0.5101,Tue Apr 10 11:18:14 +0000 2018,0.76,0.169,0.072,"I’m excited about more performance oriented events popping up, but I’m not happy about the homogeneity of their lineups. 🤷🏻‍♀️",34,FOX
334,-0.0572,Tue Apr 10 09:25:19 +0000 2018,0.9,0.1,0.0,@Mandy_Kerr I never want to chat. Maybe that’s why my rating is 4.58 😂,35,FOX
335,0.0,Tue Apr 10 08:03:13 +0000 2018,1.0,0.0,0.0,"My Uber driver has barely said a word but he is blasting “Genie in the bottle” by Christina Aguilera.

Five stars.",36,FOX
336,0.0,Tue Apr 10 06:19:48 +0000 2018,1.0,0.0,0.0,For your monthly dosage of performance news and tooling check out the latest @perfemail I’ve just sent out. ⚡️… https://t.co/vHLNRkypQV,37,FOX
337,0.4306,Tue Apr 10 03:06:21 +0000 2018,0.815,0.0,0.185,"Omg, yes, I have been waiting for this so my design workflow (incl. print) can never leave @figmadesign again. 💖 https://t.co/OmAo3LG0b7",38,FOX
338,0.0,Tue Apr 10 03:05:21 +0000 2018,1.0,0.0,0.0,RT @yassmin_a: Catch me on @ABCiview on 1st May for the show on Australia’s Hijabi Fashion Scene - #HIJABISTAS! #auspol https://t.co/dCiYVn…,39,FOX
339,0.6908,Tue Apr 10 02:26:54 +0000 2018,0.787,0.0,0.213,RT @beLaurie: But for real real just noticing a lot of ¯\_(ツ)_/¯ on issues of race and companies giving themselves kudos for increasing num…,40,FOX
340,0.4588,Tue Apr 10 01:59:20 +0000 2018,0.812,0.0,0.188,Send me recommmensations for your favorite ambient albums. I have a lot of writing to do. 😇,41,FOX
341,0.7177,Tue Apr 10 00:55:06 +0000 2018,0.76,0.0,0.24,RT @amyngyn: I wrote this list of ways you can protect your friends from stalking/doxxing/identity theft! I'll thread the big points below…,42,FOX
342,-0.5423,Tue Apr 10 00:39:27 +0000 2018,0.788,0.212,0.0,@jonathontoon I have many quantifiable criteria and a lot of them fail them at first contact.,43,FOX
343,0.4588,Tue Apr 10 00:30:11 +0000 2018,0.75,0.0,0.25,@zealigan I will tweet and publish it on Medium :) https://t.co/bQ8XPk4ojR,44,FOX
344,0.0,Tue Apr 10 00:24:34 +0000 2018,1.0,0.0,0.0,A lot of interview processes are blatantly exclusionary—I will be writing a guide to inclusive hiring practices. 💖,45,FOX
345,0.0,Tue Apr 10 00:23:34 +0000 2018,1.0,0.0,0.0,"I’ve spoken to ~40 companies so far while looking for a job. Learnings:

50% don’t meet basic inclusion and diversi… https://t.co/nSXXKY6h2b",46,FOX
346,-0.3071,Tue Apr 10 00:09:00 +0000 2018,0.862,0.138,0.0,@beep @waferbaby everything is still horrible but at least we have animal videos on instagram,47,FOX
347,0.3182,Mon Apr 09 06:18:01 +0000 2018,0.753,0.0,0.247,RT @aprilwensel: Please let this sink in. https://t.co/mVGNssAj4o,48,FOX
348,0.6705,Mon Apr 09 05:28:37 +0000 2018,0.792,0.0,0.208,"RT @the_patima: *ahem* excuse me, I've kind of just found one of the best things on the internet:

https://t.co/h4IaRZ3RQC

10/10 way to le…",49,FOX
349,0.0952,Mon Apr 09 05:26:52 +0000 2018,0.678,0.153,0.169,"@itchymutt I understand! 😇 AU actually has 4-5 hour overlap with SF, so it’s quite good. Worse with Europe.",50,FOX
350,0.631,Mon Apr 09 04:52:52 +0000 2018,0.795,0.0,0.205,"I believe @buffer is one of the best examples of great hiring practices, but this might be one of my favourite deta… https://t.co/rOP56Hr1o3",51,FOX
351,0.0,Mon Apr 09 04:13:14 +0000 2018,1.0,0.0,0.0,"A short introduction to what information should be covered by conference organisers, especially when seeking speake… https://t.co/Hwa3EFtDpB",52,FOX
352,0.6705,Mon Apr 09 04:04:56 +0000 2018,0.593,0.0,0.407,"@itchymutt ah, understood. Thank you. I guess I don’t qualify then. :)",53,FOX
353,0.0,Mon Apr 09 04:02:08 +0000 2018,1.0,0.0,0.0,"@itchymutt — ahh, that product design posting is remote, but only US-based candidates?",54,FOX
354,0.0,Mon Apr 09 03:20:20 +0000 2018,1.0,0.0,0.0,"RT @naimaism: Hire women directors, so your music videos won’t just be women in bikinis standing next to a pool.",55,FOX
355,0.0,Mon Apr 09 03:19:53 +0000 2018,1.0,0.0,0.0,@aprilwensel 🔥🚨🔥,56,FOX
356,0.4019,Mon Apr 09 03:13:12 +0000 2018,0.876,0.0,0.124,"Yes, it is my hobby to search event pages for inclusion, diversity and conduct keywords and analyse their strategie… https://t.co/ST58es1WfW",57,FOX
357,0.0,Mon Apr 09 03:12:35 +0000 2018,1.0,0.0,0.0,"Ticket sale &gt; having a Code of Conduct? 🤷🏻‍♀️ 

Inclusion can’t be an afterthought. @aahconf @StartupVic 

https://t.co/9dDF5yP9ev",58,FOX
358,-0.296,Mon Apr 09 00:11:31 +0000 2018,0.694,0.306,0.0,@itsmisscs @CSSconfeu long time no see 😇,59,FOX
359,0.4588,Sun Apr 08 07:47:09 +0000 2018,0.667,0.0,0.333,@nonswearyphil Because we’ve discontinued the events. :),60,FOX
360,0.6369,Sun Apr 08 07:43:36 +0000 2018,0.792,0.0,0.208,I love how some people without understanding of running inclusive events and governance are suggesting someone shou… https://t.co/dpSoYioOBp,61,FOX
361,0.0,Sun Apr 08 03:48:10 +0000 2018,1.0,0.0,0.0,"RT @_sagesharp_: If you're someone from a group under-represented in tech, what have conference organizers done that made you feel welcome…",62,FOX
362,-0.4927,Sun Apr 08 03:41:29 +0000 2018,0.868,0.132,0.0,Let me translate: we dropped one of deeply problematic speakers WE INVITED to speak at our event only after the com… https://t.co/v58T8zVFZK,63,FOX
363,0.0,Sun Apr 08 01:59:40 +0000 2018,1.0,0.0,0.0,"@kf I’m wondering the same, I’ve considered them years ago and thought even recently maybe they grew up finally, bu… https://t.co/5AyySyRuXW",64,FOX
364,0.8221,Sun Apr 08 01:15:33 +0000 2018,0.116,0.0,0.884,"@hypatiadotca Yay, congratulations!",65,FOX
365,-0.3612,Sun Apr 08 01:02:36 +0000 2018,0.878,0.122,0.0,"@github has been making massive inclusion mistakes since 2014 (if not longer).

There always has been little respon… https://t.co/TfUq6qareN",66,FOX
366,0.0,Sun Apr 08 00:59:51 +0000 2018,1.0,0.0,0.0,@patriciarealini 🔥🔥🔥,67,FOX
367,-0.128,Sun Apr 08 00:59:39 +0000 2018,0.837,0.092,0.071,RT @patriciarealini: when will people at @github take responsibility &amp; stop using evasive language to try to escape scrutiny for their acti…,68,FOX
368,0.0,Sun Apr 08 00:54:14 +0000 2018,1.0,0.0,0.0,ElectronConf: We have published a list of speakers that doesn’t reflect the standards to which we hold ourselves.… https://t.co/ik7ugZwSL1,69,FOX
369,0.0,Sun Apr 08 00:50:34 +0000 2018,1.0,0.0,0.0,"Seemingly, this is Github’s response to questions about the Constellation lineup choices. 

The narrative is identi… https://t.co/kRH6SzwazD",70,FOX
370,0.0,Sun Apr 08 00:46:50 +0000 2018,1.0,0.0,0.0,"RT @_sagesharp_: So a @github conference organizer invited the CTO of ICE to speak at the Washington D.C. constellation conference.

We sho…",71,FOX
371,-0.25,Sun Apr 08 00:22:29 +0000 2018,0.909,0.091,0.0,Github seems to have learned literally zero since that time my tweet made them cancel Electron Conf because there w… https://t.co/HwvCoxuDlj,72,FOX
372,0.128,Sat Apr 07 21:39:39 +0000 2018,0.681,0.133,0.186,"RT @BreeNewsome: ""Diversity of opinion"" 🙃
This is another popular term for folks trying to justify giving a platform to hate, bigotry &amp; ign…",73,FOX
373,-0.7972,Sat Apr 07 07:05:15 +0000 2018,0.529,0.471,0.0,"RT @karlitaliliana: This is deeply, incredibly, heartbreakingly disappointing @github. https://t.co/SvR51feRNR",74,FOX
374,0.4939,Sat Apr 07 04:19:23 +0000 2018,0.862,0.0,0.138,"I’ve set up my Facebook account 11 years ago and today I’ve requested its deletion. 

Facebook doesn’t care about p… https://t.co/Ui7o9pdetL",75,FOX
375,0.0,Fri Apr 06 21:20:24 +0000 2018,1.0,0.0,0.0,If Twitter intentionally breaks third-party apps that’s the last straw for me. The web and native clients are usele… https://t.co/BT4u0K8mEJ,76,FOX
376,0.7177,Fri Apr 06 09:47:15 +0000 2018,0.572,0.0,0.428,"@pmarsceill ahh, interesting! Might apply for this one. :) https://t.co/vpKnUBFOpJ",77,FOX
377,0.0,Fri Apr 06 07:48:45 +0000 2018,1.0,0.0,0.0,@johnbarton 🥂,78,FOX
378,0.4576,Fri Apr 06 04:35:57 +0000 2018,0.857,0.0,0.143,"RT @aprilwensel: “I absolutely support women in tech…

…unless, of course, it requires me to change my own behavior.”",79,FOX
