,Compound,Date,Negative,Neutral,Positive,Tweet,Tweets Ago,User
379,0.0,Fri Apr 06 04:33:31 +0000 2018,0.735,0.151,0.114,"RT @ProjectBuddy: Mental illness can make it hard for people to maintain their hygiene.

You should be proud of yourself for brushing your…",80,FOX
380,0.5859,Fri Apr 06 04:32:32 +0000 2018,0.789,0.0,0.211,"This is an excellent read, especially for fellow men (no matter whether you call yourself an ally or not).

https://t.co/OdzmUzKQdF",81,FOX
381,-0.296,Fri Apr 06 02:44:29 +0000 2018,0.916,0.084,0.0,"RT @amyngyn: last: @cindyalvarez on 5 things that no one will tell you (but she will)

1. job descriptions are a lie
2. resumes are not you…",82,FOX
382,0.5994,Fri Apr 06 01:28:52 +0000 2018,0.731,0.0,0.269,"Number of times I get asked for free diversity and inclusion advice: countless.

Number of times anyone is willing… https://t.co/5AH7KEXyzn",83,FOX
383,0.2975,Fri Apr 06 00:13:56 +0000 2018,0.795,0.074,0.131,"@adblanche 🙏🏻 agree!

Especially when looking for a new job I’m seeing a lot of talking and very little doing. Heh.",84,FOX
384,0.5093,Fri Apr 06 00:12:26 +0000 2018,0.708,0.0,0.292,"@hfauq Hah, I’m already chatting to folks there! :)",85,FOX
385,0.5423,Thu Apr 05 07:56:22 +0000 2018,0.791,0.0,0.209,"RT @AngryBlackLady: Please read and share this. | Hey, @TheAtlantic, Hiring a (Horrible) White Man for ‘Diversity’ Is Gaslighting 101 https…",86,FOX
386,0.6573,Thu Apr 05 06:31:30 +0000 2018,0.804,0.0,0.196,"The Atlassian state of diversity and inclusion report in US tech is incredibly well-put. Great work @adblanche, et… https://t.co/ygSFBJyoAd",87,FOX
387,0.4588,Thu Apr 05 06:19:36 +0000 2018,0.571,0.0,0.429,@evanderkoogh 📬 hi at https://t.co/vah0lKcYeo :),88,FOX
388,0.6369,Thu Apr 05 06:18:01 +0000 2018,0.743,0.0,0.257,"@evanderkoogh 👋 Yep, I’m still having conversations with people :) 

Would you mind emailing me with more details?",89,FOX
389,0.0,Thu Apr 05 05:49:51 +0000 2018,1.0,0.0,0.0,👏🏻 💯  https://t.co/XJcfmLw1qD,90,FOX
390,0.4926,Thu Apr 05 00:17:15 +0000 2018,0.825,0.0,0.175,I’m still on the look to find my next job and work with good people! 😇 https://t.co/ZdZZSrB2xK,91,FOX
391,-0.3612,Wed Apr 04 22:26:57 +0000 2018,0.894,0.106,0.0,"I’ve been treated as if I’m clueless or just at an event as a “partner from outside of tech”.

I had this conversat… https://t.co/EmLnVTaiKX",92,FOX
392,-0.34,Wed Apr 04 22:22:33 +0000 2018,0.888,0.112,0.0,When me and my partner (both technical) meet people at events a considerable amount of men doesn’t even bother intr… https://t.co/CnQ6Tl7quk,93,FOX
393,0.5707,Wed Apr 04 10:49:47 +0000 2018,0.822,0.0,0.178,"@CSS_Conf_AR The website looks fabulous!

However, I’ve noticed that the Code of Conduct is hot-linked, which means… https://t.co/MUDGkmNWLv",94,FOX
394,0.2144,Wed Apr 04 10:44:43 +0000 2018,0.764,0.0,0.236,"@OphelieLechat Definitely not Sprint, but this. https://t.co/at5ho81nni",95,FOX
395,0.7096,Wed Apr 04 07:33:49 +0000 2018,0.704,0.0,0.296,"This resource for mental health and self care is incredible, I wish I have seen it earlier. https://t.co/nbx4ghZ1gI",96,FOX
396,0.7959,Tue Apr 03 22:55:45 +0000 2018,0.426,0.0,0.574,@anildash Thank you! Just wanted to make sure. :),97,FOX
397,0.0,Tue Apr 03 22:38:17 +0000 2018,1.0,0.0,0.0,@anildash Hey Anil 👋🏻 is this remote US or remote anywhere? Asking because it’s aligned with what I’m looking for :… https://t.co/XVExPFLEpz,98,FOX
398,0.0,Tue Apr 03 00:37:10 +0000 2018,1.0,0.0,0.0,"RT @alicegoldfuss: ICYMI
1. @RealSexyCyborg asks @VICE not to report on her relationship status
2. @VICE does so anyway
3. @RealSexyCyborg…",99,FOX
399,0.4019,Sat Mar 31 22:25:16 +0000 2018,0.895,0.0,0.105,"RT @adblanche: Reshare, because we need White #women doing the work to help their siblings of color to get real diversity in tech. #changet…",100,FOX
400,0.0,Wed Apr 11 00:32:05 +0000 2018,1.0,0.0,0.0,"Fact Check: What Mark Zuckerberg said about Facebook, data and elections https://t.co/6VJ90CygPe",1,NYTIMES
401,0.8356,Wed Apr 11 00:17:03 +0000 2018,0.669,0.0,0.331,"RT @JulietMacur: What's it like to be a pro cheerleader? A fan might yell, ""I hope you get raped!"" Others might get ""handsy."" At the Redski…",2,NYTIMES
402,0.7906,Wed Apr 11 00:02:05 +0000 2018,0.667,0.0,0.333,Supreme Court Justice Ruth Bader Ginsburg presided over a naturalization ceremony at the New-York Historical Societ… https://t.co/mHGy6NXWJj,3,NYTIMES
403,0.0,Tue Apr 10 23:46:05 +0000 2018,1.0,0.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/x9wFz79XbF,4,NYTIMES
404,-0.5106,Tue Apr 10 23:31:00 +0000 2018,0.845,0.155,0.0,"Angry over reports in December of subpoenas related to his business dealings, President Trump told advisers that Ro… https://t.co/f6fBVAEJuG",5,NYTIMES
405,-0.34,Tue Apr 10 23:22:01 +0000 2018,0.906,0.094,0.0,"RT @maggieNYT: Trump Sought to Fire Mueller in December, and has been considering doing it at other points over the last year, via @nytmike…",6,NYTIMES
406,0.25,Tue Apr 10 23:16:45 +0000 2018,0.85,0.0,0.15,"A second episode where President Trump sought to shut down the special counsel's Russia inquiry, but later backed a… https://t.co/onuqlp9eBi",7,NYTIMES
407,-0.1779,Tue Apr 10 23:02:03 +0000 2018,0.731,0.151,0.119,Mark Zuckerberg is testifying to Congress on Facebook’s failure to protect users’ data. We’re covering the highligh… https://t.co/M0H9cOhJwv,8,NYTIMES
408,-0.296,Tue Apr 10 22:47:04 +0000 2018,0.916,0.084,0.0,"RT @andrewrsorkin: A missed Q for Zuck: When a user uploads a pic or video, what kind of machine learning and AI is used to tag it? Walk us…",9,NYTIMES
409,0.0,Tue Apr 10 22:38:03 +0000 2018,1.0,0.0,0.0,"We are fact checking Mark Zuckerberg, Facebook’s chief executive, as he testifies before Congress… https://t.co/t4xVThsEPZ",10,NYTIMES
410,0.6187,Tue Apr 10 22:28:09 +0000 2018,0.768,0.0,0.232,"RT @kevinroose: Sen. Kennedy (R-LA): ""Mr. Zuckerberg, I come in peace. I don’t want to have to vote to regulate Facebook, but by god I will…",11,NYTIMES
411,0.0772,Tue Apr 10 22:18:05 +0000 2018,0.81,0.089,0.101,"Bank of America will no longer lend money to manufacturers of firearms like the AR-15, which has been used in multi… https://t.co/nCBlR6t0X6",12,NYTIMES
412,-0.0772,Tue Apr 10 22:07:05 +0000 2018,0.92,0.08,0.0,RT @NYTStyles: All of the times Mark Zuckerberg put on the Serious Suit of Contrition. https://t.co/hhzc3b6i0x,13,NYTIMES
413,0.4019,Tue Apr 10 22:01:06 +0000 2018,0.886,0.0,0.114,RT @kevinroose: It's notable that even Cory Booker is grilling Zuckerberg now. Booker was the pro-tech mayor who convinced Zuckerberg to gi…,14,NYTIMES
414,0.0,Tue Apr 10 21:53:38 +0000 2018,1.0,0.0,0.0,It's been 3 hours. We're on the final stretch of the first of Mark Zuckerberg's 2 marathon hearings before Congress… https://t.co/gEX2Lfl0Jx,15,NYTIMES
415,0.34,Tue Apr 10 21:47:02 +0000 2018,0.893,0.0,0.107,"A restored version of the film “Yellow Submarine” will be shown in the U.S., Britain and Ireland this summer to cel… https://t.co/PLUJAMESN4",16,NYTIMES
416,0.1027,Tue Apr 10 21:32:04 +0000 2018,0.935,0.0,0.065,"The Metropolitan Museum of Art has reached beyond its doors for a director for the first time in 60 years, choosing… https://t.co/Ga6tZczRk5",17,NYTIMES
417,0.0,Tue Apr 10 21:17:04 +0000 2018,0.746,0.127,0.127,RT @kevinroose: Senator Coons asks a good q: why does Facebook shift the burden of reporting bad/hateful/discriminatory content to users?…,18,NYTIMES
418,0.0,Tue Apr 10 21:08:06 +0000 2018,1.0,0.0,0.0,"If you’re concerned about ""Westworld"" spoilers, don’t be. There don’t appear to be any. https://t.co/vs7iCSTUQy",19,NYTIMES
419,0.0,Tue Apr 10 20:53:50 +0000 2018,1.0,0.0,0.0,"“No. I would probably not choose to do that publicly here,” Zuckerberg said when Senator Richard Durbin asked if he… https://t.co/RD48wALpzV",20,NYTIMES
420,0.4215,Tue Apr 10 20:50:09 +0000 2018,0.676,0.0,0.324,Overwhelmed by the number of Netflix original shows? Let @Watching guide you. https://t.co/s9x6gV2ipj,21,NYTIMES
421,-0.7003,Tue Apr 10 20:40:04 +0000 2018,0.621,0.29,0.09,"RT @nytimesarts: T.J. Miller, the comedian and former ""Silicon Valley"" star, was charged with calling in a false report of a bomb threat fr…",22,NYTIMES
422,-0.0772,Tue Apr 10 20:19:44 +0000 2018,0.929,0.071,0.0,Wired Magazine recently noted that Zuckerberg has a 14-year history of apologizing. That seems to have caused some… https://t.co/2wWLKv9HjE,23,NYTIMES
423,0.4404,Tue Apr 10 20:17:07 +0000 2018,0.868,0.0,0.132,"RT @NYTNational: Toll of mass incarceration: States send inmates to private prisons, where profit is often the main motive https://t.co/3nm…",24,NYTIMES
424,-0.3182,Tue Apr 10 20:10:07 +0000 2018,0.759,0.148,0.093,"Cheerleaders for pro sports teams say they’re expected to endure groping and harassment by fans. “It is common, and… https://t.co/QDQ9mMftUz",25,NYTIMES
425,0.0,Tue Apr 10 20:03:41 +0000 2018,1.0,0.0,0.0,"Here are some of Zuckerberg’s claims, which we fact checked. The page will be updated throughout the hearings:… https://t.co/Ua5awGFTKn",26,NYTIMES
426,-0.1779,Tue Apr 10 19:55:03 +0000 2018,0.655,0.166,0.179,"Bill Cosby's lawyers began a combative defense at his sexual assault retrial, portraying the entertainer as the lon… https://t.co/hTZmv1LTcb",27,NYTIMES
427,-0.6705,Tue Apr 10 19:45:50 +0000 2018,0.756,0.244,0.0,Senator Patrick Leahy just confronted Mark Zuckerberg about why hate speech regarding Myanmar was not taken down in… https://t.co/zebFBEt13b,28,NYTIMES
428,0.0,Tue Apr 10 19:40:09 +0000 2018,1.0,0.0,0.0,After months of speculation about whether the Obamas or the Trumps would be invited to the royal wedding next month… https://t.co/t2fr7iBNOm,29,NYTIMES
429,0.0,Tue Apr 10 19:30:10 +0000 2018,1.0,0.0,0.0,"RT @kevinroose: Third or fourth mention of Facebook’s dorm room origins so far. Obviously meant to humanize Zuckerberg, but it feeds a narr…",30,NYTIMES
430,0.4404,Tue Apr 10 19:25:48 +0000 2018,0.822,0.0,0.178,"In the 1990s, Antioch College created the country’s first affirmative consent policy for sex. The women who led the… https://t.co/9aXDgjgtAB",31,NYTIMES
431,0.5267,Tue Apr 10 19:18:09 +0000 2018,0.866,0.0,0.134,"Zuckerberg is the only technology chief in the room, but it is clear that members of Congress are treating him as a… https://t.co/cdAsLLpRft",32,NYTIMES
432,0.1027,Tue Apr 10 19:15:01 +0000 2018,0.685,0.149,0.165,A longtime usher for the Pittsburgh Pirates has been escorting fans to their seats since the Great Depression. This… https://t.co/XImWCfvTeJ,33,NYTIMES
433,0.0,Tue Apr 10 19:06:24 +0000 2018,1.0,0.0,0.0,Facebook revealed today that the extent of the harvesting went even further — it included people’s private messages… https://t.co/rhW3sFduns,34,NYTIMES
434,0.0,Tue Apr 10 19:01:41 +0000 2018,1.0,0.0,0.0,"The hearings were prompted by the revelation that Cambridge Analytica, a British firm linked to the Trump campaign,… https://t.co/f9caN8Lc0O",35,NYTIMES
435,-0.7003,Tue Apr 10 18:55:05 +0000 2018,0.756,0.244,0.0,"A conservative TV commentator resigned after saying that he was preparing to use a ""hot poker"" to assault one of th… https://t.co/SeRyduhH87",36,NYTIMES
436,-0.1419,Tue Apr 10 18:45:07 +0000 2018,0.931,0.069,0.0,"Bustling and built for governing, Bogotá may not be a tropical jewel or a trendy hot spot, but it is an essential p… https://t.co/o8yJgcurQK",37,NYTIMES
437,-0.4019,Tue Apr 10 18:36:53 +0000 2018,0.837,0.163,0.0,"Zuckerberg is expected to tell Congress, “It was my mistake, and I’m sorry. I started Facebook, I run it and I’m re… https://t.co/opF4ezMQNj",38,NYTIMES
438,-0.5106,Tue Apr 10 18:33:48 +0000 2018,0.852,0.148,0.0,"Watch live: Mark Zuckerberg, Facebook's chief, is about to testify to Congress on why his company failed to protect… https://t.co/tCFhrtGSXk",39,NYTIMES
439,-0.5719,Tue Apr 10 18:30:08 +0000 2018,0.684,0.228,0.087,2 of the ways the U.S. could respond to fresh reports of a chemical weapons attack in Syria would have little effec… https://t.co/NI04BOdexx,40,NYTIMES
440,0.0,Tue Apr 10 18:17:46 +0000 2018,1.0,0.0,0.0,RT @kevinroose: Someone came to the hearing dressed as a Russian troll. https://t.co/ZdPEK9MDne,41,NYTIMES
441,0.4019,Tue Apr 10 18:16:12 +0000 2018,0.895,0.0,0.105,Mark Zuckerberg will be clad in a suit and tie at his hearing. He will also have a booster seat to help give his te… https://t.co/6o4AseMQ2h,42,NYTIMES
442,-0.3818,Tue Apr 10 18:10:07 +0000 2018,0.88,0.12,0.0,"""You may be asking yourself: What kind of sociopath complains about ice cream sundaes? I just know that when I see… https://t.co/Scp1lrmZ5j",43,NYTIMES
443,0.0258,Tue Apr 10 17:55:05 +0000 2018,0.948,0.0,0.052,A Facebook page that claimed a connection to Black Lives Matter and had more than twice as many followers as the mo… https://t.co/vswTey0l1v,44,NYTIMES
444,0.0,Tue Apr 10 17:40:06 +0000 2018,1.0,0.0,0.0,Most of the White House staff in this swearing-in photo has left the Trump administration https://t.co/MvygghIpO7,45,NYTIMES
445,0.0,Tue Apr 10 17:27:14 +0000 2018,1.0,0.0,0.0,"Also this morning, some people woke up to a Facebook notification that their private messages might have been harve… https://t.co/W1d21jJWXP",46,NYTIMES
446,-0.5423,Tue Apr 10 17:25:04 +0000 2018,0.829,0.171,0.0,"In bad timing for Mark Zuckerberg, Senator Chris Coons, a Democratic member of the Judiciary Committee, today found… https://t.co/irY9Uf2oAS",47,NYTIMES
447,-0.3182,Tue Apr 10 17:10:07 +0000 2018,0.725,0.169,0.106,How professional sports teams make money off cheerleaders by sending them into settings where they're harassed https://t.co/A6MS4SEW44,48,NYTIMES
448,0.0,Tue Apr 10 16:55:04 +0000 2018,1.0,0.0,0.0,It’s a one-pan wonder and can be made on the fly https://t.co/NfCbu8IGdn https://t.co/MZioBSqGML,49,NYTIMES
449,-0.128,Tue Apr 10 16:42:59 +0000 2018,0.683,0.169,0.149,"On Tuesday, Facebook announced it would begin offering a “data abuse bounty” program to reward people who report in… https://t.co/uYGZYFQfqT",50,NYTIMES
450,0.0,Tue Apr 10 16:40:09 +0000 2018,1.0,0.0,0.0,"They are some of the first known Facebook users targeted by Cambridge Analytica to be publicly identified, and they… https://t.co/4y614GyHB8",51,NYTIMES
451,0.0,Tue Apr 10 16:27:20 +0000 2018,1.0,0.0,0.0,Breaking News: FBI agents who raided the office of President Trump’s lawyer sought records of payments to 2 women w… https://t.co/FzYOveos1H,52,NYTIMES
452,0.2263,Tue Apr 10 16:25:07 +0000 2018,0.821,0.068,0.111,"In @NYTOpinion,

Op-Ed Contributor Lilly Ledbetter and namesake of the Lilly Ledbetter Fair Pay Act writes, ""I have… https://t.co/I5hOahpwzl",53,NYTIMES
453,0.0,Tue Apr 10 16:10:06 +0000 2018,1.0,0.0,0.0,"Deputy Attorney General Rod Rosenstein signed off on the FBI raid of Trump’s lawyer's office, a move that has enrag… https://t.co/IKo68xis5V",54,NYTIMES
454,0.34,Tue Apr 10 15:50:00 +0000 2018,0.882,0.0,0.118,Read the letter from the 2 Democratic senators who say they have obtained an EPA assessment about security spending… https://t.co/G2eF5E6PTA,55,NYTIMES
455,-0.4767,Tue Apr 10 15:40:11 +0000 2018,0.796,0.204,0.0,Senator Sheldon Whitehouse claims to have a document disputing Scott Pruitt's need for costly travel and other secu… https://t.co/QSlamqZR7g,56,NYTIMES
456,0.0,Tue Apr 10 15:30:09 +0000 2018,1.0,0.0,0.0,"RT @palafo: Three ballparks. Fourteen presidential administrations. Now at 99, Phil Coyne is retiring from his job as a Pittsburgh Pirates…",57,NYTIMES
457,0.3612,Tue Apr 10 15:27:06 +0000 2018,0.878,0.0,0.122,Expect a long afternoon: 44 senators will participate in the hearing and have been promised 4 minutes each of quest… https://t.co/EsfubjRXLi,58,NYTIMES
458,0.3818,Tue Apr 10 15:20:09 +0000 2018,0.89,0.0,0.11,Greeting Mark Zuckerberg on Tuesday in front of the U.S. Capitol are dozens of cardboard cutouts of his own image s… https://t.co/eBfB1LF0Eq,59,NYTIMES
459,0.34,Tue Apr 10 15:10:08 +0000 2018,0.882,0.0,0.118,"Another exit from the White House: Thomas Bossert, the homeland security adviser, is leaving. It’s a sign John Bolt… https://t.co/tvcHeK5WMk",60,NYTIMES
460,0.4215,Tue Apr 10 15:00:11 +0000 2018,0.781,0.0,0.219,"""You have to find the music that your horse likes"" https://t.co/FmrtJYsPpZ",61,NYTIMES
461,-0.6486,Tue Apr 10 14:50:08 +0000 2018,0.807,0.193,0.0,"Is the Brooklyn-Queens streetcar dead? At the very least it’s languishing, 2 years after the mayor presented it as… https://t.co/oEwBXc1l1w",62,NYTIMES
462,-0.5267,Tue Apr 10 14:40:13 +0000 2018,0.848,0.152,0.0,"Last week, after frustrated activists from Myanmar sent an open letter to Mark Zuckerberg, the chief executive of F… https://t.co/dCsumnFFZJ",63,NYTIMES
463,0.2023,Tue Apr 10 14:30:17 +0000 2018,0.87,0.0,0.13,"To hear climate denialists tell it, polar bears are doing just fine https://t.co/vuT4LUDVbV",64,NYTIMES
464,0.0,Tue Apr 10 14:15:06 +0000 2018,1.0,0.0,0.0,The 2 Reuters journalists were investigating a massacre of 10 Muslim Rohingya men https://t.co/ndwqQfno1H,65,NYTIMES
465,0.0,Tue Apr 10 14:00:04 +0000 2018,1.0,0.0,0.0,Robert Mueller is investigating a payment made to President Trump's foundation by a Ukrainian steel magnate for a t… https://t.co/Ik8xqvkVTG,66,NYTIMES
466,-0.296,Tue Apr 10 13:45:09 +0000 2018,0.885,0.115,0.0,"In Opinion

Op-Ed contributor Mark Penn writes that Facebook and other major internet platforms should stop pretend… https://t.co/q6bhBDPcYZ",67,NYTIMES
467,0.0,Tue Apr 10 13:31:02 +0000 2018,1.0,0.0,0.0,Breaking: President Trump will skip his planned trip to Latin America this week to oversee the American response to… https://t.co/nJo2PjDKLt,68,NYTIMES
468,0.4939,Tue Apr 10 13:30:18 +0000 2018,0.756,0.0,0.244,"“Perhaps if you truly want to understand a drawing, you have to just eat it.”
https://t.co/1n5OgCsnMz",69,NYTIMES
469,-0.6705,Tue Apr 10 13:21:49 +0000 2018,0.791,0.209,0.0,"At least 5 people were killed when a single-engine plane crashed onto a golf course in Scottsdale, Arizona on Monda… https://t.co/YghkhyTBxu",70,NYTIMES
470,0.0,Tue Apr 10 13:00:16 +0000 2018,1.0,0.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/Ap1ttJrPe6 https://t.co/FFFryxmbxc,71,NYTIMES
471,0.5267,Tue Apr 10 13:00:15 +0000 2018,0.821,0.045,0.134,"“If someone got too handsy, we could just turn around and leave. But we still had to be gracious and say, ‘Thank yo… https://t.co/Vi1EG5mL0Y",72,NYTIMES
472,0.6697,Tue Apr 10 12:45:08 +0000 2018,0.824,0.0,0.176,"We speak to our little dogs much more lovingly than we do to our little boys, a clinical psychologist writes. How c… https://t.co/SCheTFOl3K",73,NYTIMES
473,0.1027,Tue Apr 10 12:31:00 +0000 2018,0.928,0.0,0.072,"Volkswagen is considering replacing its chief executive, who took over after the company admitted in 2015 to cheati… https://t.co/yXPd1npFgT",74,NYTIMES
474,0.0772,Tue Apr 10 12:30:10 +0000 2018,0.929,0.0,0.071,"Want a pet python? Consider that many reptiles and amphibians — perhaps most, depending on the species — were illeg… https://t.co/VspTJVObmm",75,NYTIMES
475,0.0,Tue Apr 10 12:15:02 +0000 2018,1.0,0.0,0.0,Here are five things to watch as Mark Zuckerberg makes his much-anticipated appearance before members of Congress t… https://t.co/BhetrPzttu,76,NYTIMES
476,0.4939,Tue Apr 10 12:00:14 +0000 2018,0.792,0.0,0.208,"Your daily @DealBook briefing: 

• In his prepared testimony, Mark Zuckerberg apologized for not doing more to stop… https://t.co/x8lDqTblR5",77,NYTIMES
477,-0.7184,Tue Apr 10 11:44:55 +0000 2018,0.75,0.25,0.0,"Through memes and apparel, white supremacists have found new ways to drum up racist sentiment, harking back to colo… https://t.co/d6lj7VYhyY",78,NYTIMES
478,-0.0772,Tue Apr 10 11:33:46 +0000 2018,0.725,0.145,0.13,"Her uncle has become active in alt-right causes, posting offensive material about minorities, immigrants and women… https://t.co/tI2m0bx0pR",79,NYTIMES
479,0.6597,Tue Apr 10 11:15:06 +0000 2018,0.748,0.0,0.252,Stephen Colbert and other late-night hosts focused on a news story that united two topics: the Russia investigation… https://t.co/43P4KWejzI,80,NYTIMES
480,0.0,Tue Apr 10 11:00:16 +0000 2018,1.0,0.0,0.0,"The F.B.I. raided the home of President Trump’s personal lawyer, Michael D. Cohen. What are investigators looking f… https://t.co/6eBGpWhk4t",81,NYTIMES
481,0.7184,Tue Apr 10 11:00:15 +0000 2018,0.739,0.0,0.261,"Supporters of the streetcar, an ambitious project known as the Brooklyn Queens Connector that would run from Astori… https://t.co/mZlz2ANbu6",82,NYTIMES
482,0.3182,Tue Apr 10 11:00:06 +0000 2018,0.887,0.0,0.113,President Trump said Syria’s patrons in Russia and Iran may also be responsible for enabling last weekend’s chemica… https://t.co/aOnIrpkV99,83,NYTIMES
483,0.4215,Tue Apr 10 10:30:11 +0000 2018,0.859,0.0,0.141,President Trump called the F.B.I. raid a “disgraceful situation” and an “attack on our country in a true sense” https://t.co/Iql98fyfw7,84,NYTIMES
484,0.0,Tue Apr 10 10:21:05 +0000 2018,1.0,0.0,0.0,"Read the transcript of President Trump's remarks about the F.B.I. raid on his lawyer's office, Syria and more https://t.co/FfypkAWfkz",85,NYTIMES
485,0.0,Tue Apr 10 10:00:10 +0000 2018,1.0,0.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/BUTfuzACSR https://t.co/oZMsRt4RdI,86,NYTIMES
486,0.0,Tue Apr 10 09:43:17 +0000 2018,1.0,0.0,0.0,"Broccoli salads are a dime a dozen, but this one is a game-changing celebration of flavors, colors and textures https://t.co/pHT90h9yT9",87,NYTIMES
487,-0.1531,Tue Apr 10 09:24:51 +0000 2018,0.682,0.195,0.123,"A smart city comes with risks: “Once you’ve given a developer license to deploy total surveillance, with no public… https://t.co/mAtIKLcL2x",88,NYTIMES
488,0.0,Tue Apr 10 09:06:59 +0000 2018,1.0,0.0,0.0,RT @nytopinion: The Sinclair Broadcast Group does not practice the news principles that they preach. https://t.co/e2ZQ8AtfIX,89,NYTIMES
489,-0.3182,Tue Apr 10 08:50:05 +0000 2018,0.881,0.119,0.0,"The Australian agriculture minister said he was ""shocked and gutted"" after footage showed thousands of sheep dying… https://t.co/JogoHlHqJo",90,NYTIMES
490,0.0,Tue Apr 10 08:49:33 +0000 2018,1.0,0.0,0.0,"Yulia Skripal has been released from a hospital in England five weeks after she and her father, a former Russian sp… https://t.co/IqR84TuqgI",91,NYTIMES
491,0.3612,Tue Apr 10 08:45:06 +0000 2018,0.615,0.138,0.246,"RT @nytimesworld: Millions of people in China are sharing the story of Gao Yan, a student who committed suicide in 1998 after friends say s…",92,NYTIMES
492,-0.1027,Tue Apr 10 08:32:42 +0000 2018,0.803,0.106,0.091,"RT @kimseverson: I spoke with Eddie Hernandez about his new cookbook. “In Mexico,"" he said, ""we eat what we like and don’t worry about what…",93,NYTIMES
493,0.3612,Tue Apr 10 08:15:10 +0000 2018,0.878,0.0,0.122,“Something that started decades ago and was applauded and inoffensive is now politically incorrect. What can you do… https://t.co/2EDwm5KchB,94,NYTIMES
494,0.3818,Tue Apr 10 08:15:05 +0000 2018,0.86,0.0,0.14,Adelaide is rebranding itself as an innovation center for Australia — and the world. Will it work? https://t.co/AcjeJhX98i,95,NYTIMES
495,-0.4215,Tue Apr 10 08:02:02 +0000 2018,0.865,0.135,0.0,"President Trump reacted angrily to the FBI’s raid on his personal lawyer’s office, calling it “disgraceful” and an… https://t.co/mafGzkCVMR",96,NYTIMES
496,-0.6597,Tue Apr 10 08:00:07 +0000 2018,0.794,0.206,0.0,"A speeding school bus plunged off a mountainside in northern India, killing 23 children and four adults, an officia… https://t.co/xzcDDbUFf2",97,NYTIMES
497,0.4215,Tue Apr 10 07:47:05 +0000 2018,0.865,0.0,0.135,"A Ukrainian magnate paid Donald Trump’s charity $150,000 in 2015 after Trump gave a video talk. Robert Mueller is s… https://t.co/6BDpCRy6XY",98,NYTIMES
498,0.0,Tue Apr 10 07:32:03 +0000 2018,1.0,0.0,0.0,It's simple but loaded with flavor https://t.co/dca71006cZ,99,NYTIMES
499,-0.7845,Tue Apr 10 07:17:05 +0000 2018,0.734,0.266,0.0,"RT @nytimesworld: “Marie Colvin was a dog and now she’s dead,” a Syrian officer said after government fire killed the journalist, new court…",100,NYTIMES
